"acquisition","added","agreed","agreement","also","announced","annual","april","around","assets","avg","bank","banks","billion","board","business","but","buy","capital","cash","central","chairman","commission","common","companies","company","compared","corp","countries","cts","current","cut","december","department","div","dlr","dlrs","dollar","domestic","due","earlier","earnings","economic","end","ended","exchange","expected","export","exports","february","federal","fell","financial","first","five","foreign","four","gain","government","group","growth","higher","however","imports","inc","includes","including","increase","industry","interest","international","investment","january","japan","june","last","loss","lower","ltd","made","major","make","march","market","markets","may","meeting","minister","mln","month","months","mths","national","net","new","next.","nine","note","now","offer","official","officials","oil","one","operations","pay","pct","per","period","president","price","prices","prior","production","products","profit","quarter","rate","rates","recent","record","report","reported","reuter","revs","rise","rose","said","sale","sales","securities","set","seven","share","shareholders","shares","shr","shrs","since","six","sources","spokesman","statement","states","stock","subsidiary","take","tax","terms","the","this","three","time","today","told","tonnes","total","trade","trading","two","united","week","west","will","world","year","years","yesterday","topic"
0,0,0,0,0,0,0,0.0231014760743025,0,0,0,0,0,0,0.0305545306698488,0,0,0,0,0.126991342822707,0,0,0,0.0317313331431647,0,0.0854634904183732,0,0,0,0.0444152077236839,0,0,0,0,0,0.0294290092134654,0.0646060191048032,0,0,0.0310892884333845,0.0295519992961122,0.0680690020960643,0,0,0,0,0.0270685703268889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196954284040262,0,0,0.0865360115995714,0,0,0,0,0,0,0,0,0,0.0342159211087934,0,0,0,0,0.0478584535988729,0,0,0,0,0,0.0360333543552172,0.0301867316268795,0,0,0,0,0.0218069295909397,0,0.0287550591086486,0,0,0,0,0,0,0.0201986910447396,0.0327463117018771,0,0.0411367732991229,0,0,0,0,0,0.0315675517284317,0,0,0,0.0596317752681159,0,0.0339150700042508,0,0.0534554601464798,0,0.0329090252136301,0.000100646758553669,0,0,0,0.0212222259291071,0,0.0247542849526852,0,0,0.0351668934373568,0.106955031621233,0,0.0253765008808194,0,0,0,0,0,0,0,0,0.0240584991121649,0,0,0.03101141030209,0,0.0235303320870596,0,0,0,0.027214454776162,0,0,0,0,0,0,0,0,0,0,0,0.0138881935674386,0,0,"topic.earn"
0,0,0,0,0,0,0.239873816850015,0.0798651029997316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3070994362609,0,0,0,0,0.119069089880907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106255932714727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166767795200923,0,0,0,0,0,0.0827267555066232,0,0,0,0,0,0.0311431134070092,0,0,0.111565749911023,0,0.106348756625726,0,0,0,0.0794798678750567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109133535975435,0,0,0.573569365919718,0,0,0,0,0.0924015811103436,0,0,0.000347950222428398,0.164335068570737,0,0,0,0,0,0,0,0,0,0,0,0.124462999820707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125977545557678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16794500420518,0,0,0,0,0,0,0.122145754870019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996123758677927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136251121155665,0,0,0,0,0.116318952559387,0,0,0,0.0869311054883433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000380570555781061,0.179741481249243,0,0,0,0,0,0,0,0,0,0,0,0.204197109080848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105029463853754,0,0,"topic.earn"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325711523307015,0,0,0,0,0.378856195075613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526442989587602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334954379479279,0,0,0,0,0,0,0.347243069012749,0,0,0,0,0,0,0,0.294005030805639,0,0,0.00110711434409036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0,0,0,0,0,0.0698819651247652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268712006728287,0,0,0,0,0.104185453645793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291843641601615,0,0,0,0,0,0.0723859110682953,0,0,0,0,0,0.109000896924532,0,0,0,0,0.09305516204751,0,0,0,0.0695448843906746,0,0,0,0,0,0.0611010404103372,0,0,0,0,0,0,0,0,0.095491843978506,0,0,0.334582130119836,0,0,0,0,0.0808513834715507,0,0,0.000304456444624849,0.143793184999395,0,0,0,0,0,0,0,0,0,0.102473460198724,0,0.108905124843119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15756144538662,0,0,0,0,0,0,0,0.0639405948032662,0,0,0,0,0,0.0420117855415017,0,0,"topic.earn"
0,0,0,0,0,0,0,0,0,0,0.342672901399321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155775076364225,0,0,0,0,0,0,0.113294613212771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331741860205098,0,0,0,0,0.161835064430452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052948946891278,0,0,0,0,0,0.260458128632601,0,0,0,0,0,0,0.189400217118468,0.342301192260162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730639748547856,0,0,"topic.earn"
0,0,0,0,0,0,0.0874539957265678,0,0,0.0878833765531363,0,0,0,0.107498047412809,0,0,0,0,0,0,0,0,0,0.0799894022983944,0,0,0,0,0,0,0,0,0,0,0,0,0.108574004328905,0,0,0,0,0.0857953047252477,0,0,0,0,0.0682353543656991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869781628857738,0,0,0,0,0,0,0.0727142875246399,0,0.0739126979646602,0,0,0,0,0,0.0478552797135069,0,0,0,0,0,0,0,0,0,0,0.0780574186949795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103698949358206,0.0616694295184479,0,0.0799063742160782,0,0,0,0,0,0,0,0,0.0854942389690489,0,0,0,0.0829581677260258,0.000253713703854041,0,0,0,0.0106995389059248,0,0,0,0,0,0.0539231617757051,0.170789100331207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0622628123550619,0,0,0,0,0,0,0,0,0,0,0.0350098212845848,0,0,"topic.earn"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228691069555989,0,0,0,0,0,0,0.0554420447636964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169634211307558,0,0,0,0,0,0,0,0,0,0,0.496755134641047,0,0,0,0,0,0,0,0,0,0,0,0.139150081180254,0,0.0766157705522502,0,0,0.158391765187251,0,0,0,0.059187135651638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142375374519079,0,0,0,0,0,0,0,0.000259111867765829,0,0,0,0,0,0,0,0,0,0.110140926180164,0,0,0.0926852126324416,0,0,0,0,0,0,0,0,0,0,0.15967577219374,0,0,0,0.0670474235687746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0.0755248678924572,0,0,0,0,0,0,0.0860898382561335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668427961133379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972712994647826,0,0.0878913471638185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809966670564563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248535873163142,0,0,0,0.0209623619381384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830725838077377,0,0.17271161790624,0,0,0.0841433474790466,0,0,0,0,0,0,0,0,0,0,0,0.0831204193274989,0.0718440719187483,0,0,0,0,0,0,"topic.ship"
0,0,0,0,0,0.0187696809221026,0,0,0,0,0,0,0,0,0.0169591661057418,0,0,0,0,0.0352430102787787,0,0,0,0,0.0376488391790307,0.0379489260206355,0,0.0116017585981912,0,0,0,0,0,0,0,0,0.0239062027880159,0,0,0,0,0,0,0,0,0,0.0150242982089613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383023102616252,0.0190707984277941,0,0,0.0327955986727593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132818185446413,0,0,0,0.0171869545750414,0,0.0150001234299815,0,0,0,0,0,0,0,0,0,0,0.0359779943026051,0,0.0186830300323277,0,0,0,0,0,0.0271571799714266,0,0,0.0150181103944291,0,0.0175214392621112,0,0,0,0.0330983706763396,0.0163193751932598,0.0188244195895154,0,0,0,0,5.58635678210732e-05,0,0,0,0.021202755997062,0,0,0,0,0,0.0356189692463373,0,0.0422553661455846,0,0,0,0,0,0,0.018672278011831,0,0.0133535706081282,0,0,0,0,0.00435347122711653,0.0387965017476686,0,0,0.0302105415405101,0,0,0,0,0.0195437043588221,0.0117322192299571,0,0,0,0.0081448526772768,0,0.00770858450302784,0,0,"topic.acq"
0,0,0,0,0,0.0362105348762687,0.0371485999546483,0,0,0,0,0.0268861515830688,0,0.068494331094887,0,0,0.062879792950735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315124788922948,0.0345899482817752,0,0.0380391518405464,0,0,0,0,0,0.0356347819965887,0,0,0,0.0356347819965887,0.0331405850443006,0,0,0,0.0564176288100773,0,0.096925025312146,0,0,0,0,0,0,0,0.0381610936725269,0,0,0,0,0,0,0,0,0,0,0,0.0203279064269764,0,0,0,0,0,0,0,0,0,0,0,0,0.0192921941459349,0,0.0318667364243873,0,0,0,0.0233507830133071,0,0.030790815505721,0,0.0326697762377464,0,0,0,0,0.0216286868709158,0,0,0.0146830370772681,0,0,0,0,0.0583791886368451,0,0,0,0,0,0.0314833963905367,0,0,0,0,0,0.000107772192787557,0,0,0,0.00454493688039284,0,0,0,0,0,0,0,0,0,0,0.0336294225374819,0,0,0,0,0,0,0,0,0,0,0.0167974642037416,0,0,0,0,0,0,0,0.0833335780306643,0,0,0,0,0,0,0,0.0148714285102661,0,0,"topic.trade"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947140487689031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854955431918073,0,0,0,0.172468696682673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779990032330891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902008337674172,0,0,0,0,0,0,0,0,0.0900523571801619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952882932827765,0,0.00027677858602259,0,0,0,0.0116722242610089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215694710798046,0,0,0.0890793325542762,0.0748397506344454,0,0,0,0,0,0.0581278134575147,0,0,0,0,0,0,0,0,"topic.ship"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183861682195473,0,0,0,0,0,0,0,0,0,0,0.233662614546337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138591131642146,0,0,0,0,0,0,0,0,0,0,0,0.173321911553375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128701418125456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052948946891278,0,0,0,0.0223294724993213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111201034440463,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325711523307015,0,0,0,0,0.378856195075613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526442989587602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316305650195134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347243069012749,0,0,0,0,0,0,0,0.294005030805639,0,0,0.00110711434409036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.earn"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418694919851077,0,0,0,0,0,0,0.0204773907735112,0.0391449391564356,0,0,0.0354735322413581,0,0,0,0,0,0.0352565357903893,0.0515995268097768,0.0403955970750633,0,0,0.0354038803448472,0,0,0,0,0,0.0324286832629065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235955132365067,0,0,0,0,0,0.0670506620258827,0,0.037779630767825,0,0.0406309254506371,0,0.0577908201191317,0,0,0,0,0,0,0,0,0,0,0,0.0539608400616496,0,0.0356528833262946,0,0,0,0.0261251334703337,0,0,0,0,0,0,0,0,0,0,0,0.0328551126679463,0,0.0393170389408736,0,0,0,0,0,0,0,0.0714400475984359,0,0,0.0420780228319179,0,0,0.0394256638697944,0.000120576809752415,0,0,0.0740453593487614,0.0254246469051679,0,0,0,0,0.042130634712081,0.0512536983214623,0,0,0,0,0,0.0342200909564253,0,0,0,0,0,0.0418953924624049,0,0,0,0.00939660126248914,0,0,0,0,0,0,0,0,0,0.0253230078428777,0,0,0,0.0175799790460034,0,0.0499149927225763,0,0,"topic.earn"
0,0,0,0,0,0.0730676864467566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149829860356125,0,0,0.0697975742114392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389288917587615,0,0,0,0,0,0.047118544294709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217468889017749,0,0,0,0.0275131000438066,0,0.267434685649546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338948831254073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"topic.corn"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271469016237182,0,0,0,0,0,0,0,0,0.0279839539860089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684318422175867,0,0,0,0,0.0717876803983094,0,0,0.0237843927986508,0,0,0,0,0,0,0,0,0,0.0984009095644552,0,0,0,0,0,0,0,0,0,0,0.137122577663743,0,0,0,0,0,0,0,0,0,0,0,0.0339150700042508,0,0,0,0,0.000100646758553669,0,0,0,0.00424444518582141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027214454776162,0,0,0,0,0,0,0,0.116375521455163,0,0,0,0,0,0.0353441918643512,"topic.ship"
0,0.112965863856312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0868592034631243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138250619613134,0,0,0.106253200925646,0,0,0,0.140354622481029,0,0,0,0,0,0,0.0794382278962392,0,0,0,0,0,0,0,0,0,0,0,0.097281213867205,0,0,0,0,0,0,0,0,0,0,0,0.0726672646163547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132076790530904,0,0,0,0,0,0,0,0,0,0,0,0.120257413457367,0,0,0,0.107801844628734,0,0,0.000405941926166465,0,0,0,0.0171192622494797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118371858909756,0,0,0,0,"topic.earn"
